subject_id,gender,height_cm,weight_kg
9r9UXEUP4rNlsPts3IprlY15Ikn3pbSbpz56rvkQmuw,female,165.0,60.7
IIHoiNOLWvZ9I7UuzbNCmayVsZTvP0prTJiWmC9k27M,female,159.8,50.7
llo3NTj2etefabjXxPXIDQOi885hqO0iww42r4iSggs,female,156.0,48.2
UJSmriR4qVLH4cT84OmuMXkZSr5FVGZv7D6GCFqHuvw,female,164.5,53.9
UbixyJ3QdnK9uOm6YjoaGHrNwsTpwNaeuWEuEOs9nsc,female,164.7,60.4
Q-y1oIbsoe4Rqzy9N4iKyG8Asqb6CI_dA39f6Xayv6s,female,153.5,52.9
5a1c474ee7cb790004827648,female,159.3,50.5
F2hVcfRAAc0OEz5QPIHt5zGIc7QLe54EUpedTB6pm7Q,female,161.2,58.0
gW8ZU5f2ddM1YXRNfiBgrdKaao8aZCnOxMnILg1AvFU,female,168.5,56.7
Av0raRwCIkOPOO2_mAsoEehVscy8jZGYrLC9GOVIcF0,female,162.8,59.0
7ayEmm7kpuu9odyNPchjRmDxZzVMso0-yacXVxeP1_A,female,166.6,61.5
8dNapeHYd_jNji_IkOHzYEWBvjDrfJPWr8fW01bifZU,female,159.6,56.8
FYyN-I3eUVTrNJplKYfglP48b18n5SFmNaF-3XPqTWE,female,154.75,47.6
EYHKvjkoWEhaMdxSneiWiRED2E5xCMMOBM26nJiqKwM,female,168.3,62.6
S2mmeg781MZQc-lUFAQ7ShYJ6xh3LhzmNqNSN5xCu34,female,164.4,54.1
3VAjyqA7VZJYiY8-2KpTG0pMgxeUi26w4RSXLzz5q6w,female,157.5,49.5
sMKDTMq0K_2kq4Rm3JYEPP9XgLwkcLoEBSBREGgpWWI,female,160.0,57.0
8ihJtq2eo1xEMbVx1nioChqxCCPS6gQb-nzd9lm44kU,female,160.0,57.0
wsh4PsTD-ZDGz0KGlgGwVpROjGkHUQhaNcHVMhPH2fw,female,160.0,51.2
-nb6YMhnr5iOO8SbyCamexRSVRxegqztWFmTJZM2X94,female,160.5,57.3
qte7wJiIBIyLyRkpph7yIEKvsPSFXWsx1rKn4K4KNjk,female,163.05,53.25
tQF4H5bqlHtSHmmClQxq0JkZ1Rom7piv5U_OutDWA5c,female,168.5,56.9
u2VX_rR-b9Ygp5ToLLA8grPCNIFtLlV7lY34UmeWmAs,female,171.25,58.75
KRhhODp3IdNvOwJrGTgxyFFSajMFzlvI6-oXD7zUB1M,female,171.0,58.6
59bc2758681516389ccf4047,female,165.0,54.6
NMF25R019iMg46ITv51G7T57n1OQ-0PqjDBBaBM-KeY,female,152.5,51.9
_r5m-6Cs1ruZ6VecGYZlSbNSMDLCVT3wYpjoXQ46NQQ,female,174.5,66.6
iSY6QWcZ0CbHmm_7nqSi1q3KcF0uW2PlHGiD4LQcJY0,female,174.5,66.6
txX1Tky6J40Ji5FT5YmG2djk7o5r_LxjNrosBNqKwso,female,166.7,55.8
0llUez60571dPHH-iNUKIhyU8RNcRM3u8cJx27lOkkk,female,169.5,63.2
8PEXA0Sfr-ccgI-cjmAYWSeB_SOb61Ow4AvERq7vKGU,female,162.2,58.3
EN45bXeRCREnNHm6nZ-FCHtpgW5bGuJSdWlVLEebsL0,female,164.5,59.8
AYTfYEz3WD-XDPEqz4dwBmf_kEM8aL1V3rC8IaXKhFY,female,168.5,57.1
yUrfQDl6hedEUzSVmkWyRNjuuQUiNhjZlcAY9t-kWI4,female,163.8,59.3
TvPLietnYNztbsCXuzZoZQlAFfGmiZkfW_EM4Qzd8Hc,female,168.0,56.8
59bc276d681516389ccf4838,female,164.6,59.8
MTXbtemM3j9GYgqgOkhXXNyNs1NVodSfuPageeXGSXk,female,170.0,63.4
ALq8LcExnBnHix58FvA7d3ih7OuuuutlokIyPGjte1s,female,154.5,47.8
9Ltq8GHN65IkHZN4ivszslPGuydQhRqlasJyfRcynB8,female,151.6,46.4
4z9kqRwkw3EEXpQm5AQj28m_K4HzCJi32K02uiLQ_Sw,female,160.5,57.0
8PaJAtXARTOyCHcL_MaqL-ZedWtRwNrUNJwEdmsqZDU,female,154.75,53.15
SPNzQXP6J5sNtZRUepCJSwqxWzJrf-oJlQYaASJQeRQ,female,162.0,52.9
wzelHnijeJR7FMP8UAwRHF40JQ-Z9EWkpHSa5MgxcPU,female,171.2,64.1
5aoCyghZ3fcYFvdtisw_9R9F6gKFYsUgQHnJrNi3mco,female,147.1,51.5
soXWSXWzuNg6DNTf3hkD4MDkxGtFx-78TcSQW-9HcC8,female,160.0,51.6
u-19n5ZqWqhr06xLR-DOLpXuTZ45cUnyQKTNCI5HuYk,female,159.75,56.4
Q8EWvJHo7ZjvwLJNpaJxCxZAky0rrnvcmYsTvGSOPFg,female,155.0,53.2
8295UeA_WBf3kSL6aaOPEdzqyYybkjMWPlgOy26WnE8,female,156.7,54.3
qj0NOy4kSIpFvObGgE8skb1QToexAhxbWYMp1-UVgX8,female,161.5,57.5
HzrSqvrAMyVOWeRXPyWhFSSXoRnsCNpdNHbl-RW1o5Q,female,165.8,55.6
DCmj2JmoHv4tUSv4DJVwagjX6xlF7R_HOPVY_qLDciM,female,154.1,52.5
SqTmoUOeRjG1RbZSxonfRdS_8B1Voibyz8Xfwl2JoUk,female,155.0,53.1
AgS48Otp4jBlbXCuMT4yzzXXIQprRt0tzGYCI6cJ1FA,female,168.0,57.1
MDqQHenu2xxbf_I4_Uo5YARw9wxHCXDSQKgC3ZWHyBM,female,162.5,58.1
KUNSraIYDWHRcL691_W2GTTD0xKejJUyZHVqdQyezaM,female,171.5,64.1
gAFJ_eBlTPO1L3oJ8cwt6BjuTI2yYCbLZmDvT5wn9LE,female,156.0,49.1
gvFN9-oZ1kTVAlIyBYj0VsEMgoW6NojEmFUY1cB83lQ,female,154.5,52.7
VF9pumeaSDFTvECpCCUuDxIBHBxSJo4RBKSD_rdK3xI,female,157.5,54.7
6U7cdxwjQPZ8HMX3IQ66wLplGicALdww5a9S3WBNtpA,female,168.0,61.7
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,female,171.0,59.2
m2Z2lux39g4KvRFrEB5ZT93C6Z2l6ZiXUDnVqL3JDR0,female,155.1,53.0
zaGYbH8QUOj6VhRSv2ibTYSKUZ05kNNObVcy3GTtOsQ,female,174.5,61.6
IhDJdQLAqc7iFAtk1w3TvnMiaZViF2KeqrZ2-Kul0Ks,female,159.0,55.6
iAId7twJViYUsBFd2uVqfBelqyHlDID2sG1XfGguFHw,female,159.9,56.2
4V5t1ip62IcSKtuK7qkTrk1d0nDXVf2qVARD7g_SNI4,female,161.9,57.5
VZOdwErQEssn2GRi01V-Co76MIZb7JUCjyshSGFvTyI,female,166.5,56.3
tkPLFpLLTXN1pQHJLlKRp9ei3qB-rlFviG-8NlZux6c,female,165.0,55.3
G2--3a1ZbnW54xZrzDhQDiV0ykwTVJPyaXDJqjk77og,female,170.6,63.3
R_Xg4Nh-OYq6AJspZUtA0VXq04NHInTcUqlNXvVr1iE,female,167.8,61.4
o-_gWQyCnze7uTFo_sg8XmTniRktMdxB4P0EGtKaMY8,female,163.5,58.5
27fgXorDJPfXnx9zZsB9ZKNwkIY9dUPGaGFaLKX4nKc,female,152.5,47.0
33kQep-kt5ANgw-ZuhiXxYHHKj9EgooiTmgbFXAxp5M,female,162.5,57.8
qdsEw-Dvb_xmFa6q7s-GuqdxNzWLX7xR7e3PQfehp4o,female,166.5,56.4
ahT7MEennmiPiDIj0sLEf1_dsYkz2sNdiHVxaYAClRM,female,161.5,53.1
hlYBLwY-wUvLCWi6fGccF18xQgfPH6O55mBqbjlNjL0,female,159.0,55.4
W2V7D9jBYEP2HOxd90RBHhoOYhg7U2aijsvn1YJuWKA,female,164.3,55.0
ZhiRUMDjqw1Ngth9OVvEs3Ww5a0DePs8Red70zbdt8s,female,164.0,54.8
g9j8ZQyw5DBZuJAB5unfmqJDFczHNCsOvSMI1LdWaOU,female,172.0,60.2
4gzhVdluq4GEahFOrrRVLFhPRtaCNe6TRS0xydt5czg,female,158.5,51.2
XQPQgHelREBwnQgFtuYTglK4y1O-uOrnV_XD7c4OfoQ,female,164.0,58.6
AhtPy8eUpV2vcLu0n2Ml3Tli0oyLRJqXybWmMsm6i48,female,176.5,63.3
wI9uiIebpGwG8SPPz4OvQbeNmnjoo9usVaFVBmE77KQ,female,166.9,56.9
1-Z2ZgpojmGFUzkcCbcse4YJKzOIF6LNchJsfy6laU4,female,160.0,52.3
Y_xxkYPv18Sja73N2MQ0jDOxFRHMiZsTrIZ6t5xuiec,female,157.15,50.4
nMMHWDost2iUl31BLvWh4NSJXHyJYOwmCtahSJmyiSI,female,165.3,55.9
ls9fUnK1573pT7Fyf45tVpKpCusT2RsB8UyhMmloWSs,female,155.8,53.0
5rSctrSuzwYcwlosuroM6rtJGcvbPcxme9ZOuJwx2Ps,female,156.0,49.7
Mb3jqMAc-x1zRUhGxkpbGYT-zSWg4PPvzVTWtPamncU,female,165.25,55.9
tyssJGCMBYb9oc9HA0srm3Wn-pmvkuZcYOwGJZ-QTxU,female,159.0,55.1
okmi0_4jJE4x4oUzQGWqaUr7qAXVZmr0M0sWv-wRfCw,female,156.25,49.9
ARfS_g_SLShf-MC6iRRcqbVYLj8XcaIMC0f1HHttn1Q,female,165.0,59.1
wJ6EIiaq6fF357kTbqLVwrFTMl8jXk0rjW4MUbmJDX0,female,164.3,55.3
W3FOvAMFzRvX69f3yEiJx9I9ZfTBVn1258um2EFnZeQ,female,157.1,53.8
99rCWDsiu7BmmWXnf7NmjfD2FXdXJBHckHavK5uW9hM,female,159.5,55.4
gFbNzyPb2KlCUleWkbVt6EJPfHih0db8IM98FlbN3VU,female,175.0,62.5
6MP7BRnpZvShtyTR6BH1pHChF47m7ePY1qc1SVTzdOs,female,163.0,57.7
iZp1TSwjH76ryDe4NzXD3zZYZ_KDqkTP6MRqBLslvrI,female,153.15,51.1
9mPdGPLxTxIMgWJUqKBGAxM5MkQW1U-W4Lja23hvvwU,female,166.0,59.7
3aHFd4mFwyX39yx0F0TkXJ6UozmoLUnbf_Zlv7ARHAU,female,179.0,68.4
4ETJJKC9HNKcvTvC-u5DrkNO9ia7tsMZdnpvVuU2kmc,female,169.0,58.6
jdzOAe8rM_L8GfeiqwYr9xgWfIuoC7G6TmENCBf1xvU,female,164.8,55.8
8rXP3LvC1O-XRy-r_RvlCDR_6TSdtYQKaDfL3J8ZCsA,female,161.5,53.6
igR2UxyMOcZV8E2hxoVHsrJDwGEv4mOPcIYYL8kgCA0,female,167.9,57.9
eeu2YVfRnEjO9xiVJcnfdYoBq9PQnhywDYR6jE3iuWw,female,157.0,53.55
lUxLaupdCSzNw8q4fe14GroR2HfT3VHUrsgXRzrxlTo,female,156.5,53.2
dx4U9AbZLiHj6R0G_NVAZDWQyZYuhiR7AstECCFnlSs,female,160.5,55.85
FwAVG7nOPd6T1uCC4QKtEfaDCf9KzAoZatrGs55pMFY,female,149.7,50.4
IaTbCFs4sdnWmB8bXOiGcUq55LAW3OvrB4QCGvpVjMU,female,174.2,62.2
l5EVWtfrpHCHEhPFyIVQ4ukpQPaWTCD4A8xKKWVC_-0,female,167.45,57.7
OuqGc3iTumHR0ki5YB_FgsSlcIE4r70wUppri1uf9HI,female,163.2,57.6
srU1eubj5ULw4Y7MtBKwsu2tWtaUfME6nFF6iczt9hM,female,162.5,54.4
o8_091aPCfhmP8-DLu5nr5RXd-uGjUUZSX7Bqj-DcIA,female,170.4,62.4
mS42ublMqtTjVWM-sw8on9NbezTgnSeBQSqv7IXUOss,female,156.5,50.4
fXGd__IePZib86LwRbqUjSqYohYbZ0-AVQHIM-NVhI0,female,165.0,56.1
fvqectXDzHYCNvs7Qe0MbuYcppwMaAzkcNTbJlrVHDk,female,168.5,61.1
R1D_E6s-GP4mOhzN9yvgHcF-8vXl9GVKmbq1XL_g5_o,female,160.6,55.8
hmYxW39dKkjA6Un1wW5rzTdlT-pfUWyHwnAzQuDRZ5o,female,164.5,58.4
pencMfrIHPxVhUCSU46MG-GTnQQ2Wi7TADySsumy80E,female,167.5,60.4
bPt8_7wDTzCAdQrWWxgdyMntD60mmdc0K5qKNu8RR7o,female,162.2,56.8
vNlwWGtfiLjEZWc0BgWoeM6Bcbr6ZtdORMQSCuEovfI,female,165.75,59.15
vPGGI_Lz5wep4ejoZaE88tytVmP1T_qOEZNtcjmxwT4,female,164.2,58.1
taY0el3_XhjW7ijwqSr1qz5BLr32IGP4RnWVV54M6mw,female,161.2,53.7
kpJsMMDnIW0Iw7oC5zZySsWphjLg40e1PQodDo2j_1U,female,158.6,54.3
MyfWZFbdaoAyalT_KRfL_POdoeNK5jBv71Dq2iP2Kno,female,165.0,56.3
96LtCRgHuVdWN4VIvc2STyiKSLUPLDAQx5GcgbOQXgA,female,173.0,63.9
hT5OLBkxFGOwz0k5698gB1lUhTpIkc_vHyBA8Ca1iZY,female,174.5,64.9
WiLlmi5NWoSW3MbBNMNt7ZmBu-wivficyavg2i4ryhM,female,166.0,59.2
-gMnbkDTbXza9PMNAhyVL5xBmz4VZQU_7eNooMMvalk,female,182.0,69.9
4O8aBm6WqK4iZEWaVSE77na_BaO5FzaUWq8yTrb-hS4,female,171.5,60.7
59bc2765681516389ccf44f7,female,165.0,58.5
IkyccBea5QhAAGKh0beMSEPTd5dSn-mS0WrB89edmY8,female,175.5,63.4
9LOvmRMbqtYCq9Jtlup3dS7xmEidwjlTRwAFr489UF8,female,159.5,54.8
uc1Re61ht1q4VOQ-3zxfqpcHB5S6a9Xv5Sba5zlfCus,female,160.7,55.6
3O9btgqdy7RllKtquu5GJakJSzLCiZlK7mjps2nDB7s,female,167.4,58.0
H-BOQIk-p4BUA9aTSXwPPf32VpCrBRWxHaToTc0_oRQ,female,165.0,56.4
fNCOPEb3eRNLm061I1hzsThiLSHHdsN6CYo1mqmjxjI,female,158.5,54.1
_GgXggxtTZHMJaQ-QMqtKjHj-yhCTKV9t7B932Dp4Z8,female,159.6,54.8
TCrzWF7EcyvrBbCU3rIqA3vv-wkBBnFpBR-BXZGOqss,female,162.0,56.4
nNupwm_XMGtXuPI0XoKClyBSW0F_x8ghtyggcx0P4Z0,female,165.0,56.5
V0JG36keRQG-3TKu70Ld1BreyXf7fSPxXTO7VfH1cC0,female,169.7,59.65
1eyiZ_Rvz8UaYjXqcnoxSDSIOJNFEtE3wALP1pOVFWo,female,169.4,61.3
xrH6w3yGFfb_NKebLBvPplwbxT6R0LVLf5541a4hfN4,female,170.5,60.2
EiIlFN1kdDC4IuIIEaEOUsCL3sfvPUkvsRXER8kWg2k,female,174.5,62.9
EYCxG2aZTvf9mzPRA15QhSaxoXd_VJJ44jbWTwSYYbU,female,156.3,52.5
XPaYQ7o49xQ7tBIAY1re6nIrNvsp5F3Oej5tc1kjLFM,female,170.5,62.0
BIF35RoJ4W76JSB5HL0sgDi6obf_rKNkxKcIQjmIM5o,female,171.0,62.3
IN-FCi-cwCWmJlFjgaVL25Lo4ZIk7hTEURYDqRzBKEA,female,152.0,48.15
EHvGjGPbMe-9c5RQM9QVBebxCQhJ3r9Ic1RnQdCuS_o,female,164.0,57.6
LWmSj6WXNRmjBFn3XHudfNM3LZ2Jw0kSsv0naXOdIlg,female,175.0,63.3
ANcS9XoH2pvznx3fHddauqj8ZSRshkxtCyuPPA08d_I,female,161.4,54.2
XuM3SKR54GXLjDZVb4yyD5GBVte57nBqWiDbcZS2798,female,164.5,56.3
thTDLlx0MuTg3IqWfgAJQPPWksOt-6n3bnTpjJiuUrg,female,166.0,58.9
QVqq2Hw45tSfwmA9HO7AxeBnonmAaUIEM7yz8UnYktc,female,166.9,59.5
co0d6u57HACMwsmPG-Ijr-xDUrvpBRkEl3L_bIDrWHg,female,159.0,54.2
3NqXXy-rq13kLzqPJL253KQvUdWlJsQnuSd3Sd6RQSI,female,165.0,58.2
sm5DOefQNnBRCVEsUVAvSZyhkEMTrcTwh3hFc2m8v0s,female,158.8,54.05
5lqVSo7SYRUF4NpANtJ40yI1p40uN33TvH0k5kKXEG0,female,150.0,48.3
_qSLVGmt40QMbyc2-29BlaFANus9R6YhfQj7oZuMJo4,female,164.5,56.4
59bc2768681516389ccf4635,female,166.5,57.75
3DHVh6yH4O8Yxk5pCf44wqCFmoSfAeKW5YIorkkBRXU,female,165.5,57.1
59bc276b681516389ccf4772,female,163.75,57.25
VsiJfD1bRvlb7thKBwmHA0K49XJdQo13c8XIvacYLX8,female,165.2,58.2
gr1bdyPSd39J9DjfhT4jKHtLR5r4BEmLALNMf0_Kic4,female,161.5,54.5
X8KiU13fy-6-RBYbFhILEDl7ebVX3D4VGVVHBXmM9S4,female,157.9,52.1
59bc276e681516389ccf4871,female,156.5,51.2
h2KiedXPLm4R8tqzxd3t9Q8GE77z1QMHtQCQGObkMzs,female,153.5,49.2
zEfVsePe7jAH5Sp23gybvRDHGq88LOP8Yg8asBY2Dec,female,153.4,49.2
EDxCRFGEDIz3y0Po9KOn_bb2ehChgvksQ9rqfGDQ3no,female,164.1,57.3
v82IZNN3sKt0SWeSUQM7c4TOAsem_w9oplTgAyvo6qg,female,156.8,52.4
oTn7L_Kt7bdAz045HTeD7Y2ttCliS8s4ZEbzic1Uj7g,female,178.5,66.9
7KuyUFbS0pv7tYKNBOdclSFLnM8Ww3QycBqrLugWQ9I,female,166.0,58.5
n-Is4aWHtDfGrZqpwWVO7YjFIZx2yEw2oyt9J8kCks4,female,156.0,51.8
6GY7MGgcD8y0dG5ul2mm8JrMe4nkDDvvXu1ZejVL6L4,female,159.5,53.4
QsfW9r37rNEuvlI7R89pMY3WbI0itD-PML1D28QCAEg,female,159.5,54.1
59bc2765681516389ccf4503,female,157.1,51.8
eonoXwy9pT922SStHe7phTF9E1OmovMGwf4MRYSZ_gk,female,161.0,55.1
v1iwkawHa_mvcyShDuvDxHmLngn9qbkak_27bN022NA,female,171.25,61.95
ciLRduStcoRnAQ-__Qs6QLQWSGY8dxjjK1d0PyYwF-Q,female,160.5,54.1
Hy31xfPOxuoBInQX_sziauZLswjtbSy3-mVtPjcpt5c,female,173.75,63.6
wutFWbhih-orG3VCpSMZt-I-xZoTqfsFuJUDON0YUlE,female,164.5,57.4
lcbLSCufzIJ9vFTUNBi49vnsYb84DQiJlrX1v6a2wqw,female,152.0,49.3
3jslvtD5_LOEvSftuCbSHqqk_t9fVhzp4nGUwkS_ik8,female,165.8,57.7
BdFJ6S4lBl4736lPf9jCcvW62dG3MLjVe1wmgozKwfE,female,155.0,51.0
JcbwYfgh9SOZjvpMdR0ZJfhL21gnv7rVQ3obwyGPsSE,female,161.0,54.5
8UQcii6gOsAZ8HUKyvQSY4pNNig85oyG7YWf8Pv24rw,female,147.7,49.25
RZGVhoCaP47IHpVlPgcaB8_FpevNIj4qwzBE3mqIJ-s,female,173.1,63.1
BudSKCmehLTLYkcJ3Rqgwlytb6Y9zez4iFh-Qs0uz00,female,155.5,51.3
P8HjcpmrkvjCE8bRSLOeAp0dccbVIhGqff_ua4RKIac,female,167.75,59.05
9ZCT7eFSAxVn7Pk-q0U6mCUeQTkjVVgF9ULy7MVNiFA,female,160.0,53.9
Las9lyHX8ahvkOTjgNXmDsoVcfV_I00LIW5AiGjrD8U,female,165.0,57.6
6br0Uv77d13mO-1TaZ1tZfaabJ_I6d4wwTBKdXTJ5sA,female,164.6,57.0
fFrDCPtjMVOQo6lhZX1j8YB4DI96KbJWvHj9Cfql690,female,162.5,55.9
VXOk0Gz0hSa_xh-GNz2o_qnPXriyWKoOKiCJEktL79A,female,160.6,54.35
zrydWW1YldsSPK0Dey0YMyjPCF0jOvwBTfofxzTnNQI,female,164.6,57.3
D-00SIzv7YqJxQbnWSav0Mpc5tNuECWfkjuE5q4BuNM,female,159.0,53.3
ZNNtbFL7l2Nxk23nni_CIa9_I9rdkqxjtOCoGKRkQ9o,female,163.1,56.05
TKll-RyU4HX19igR4WPoDasfvSupSAHzE55GmliHne0,female,169.0,60.0
59bc2767681516389ccf45e0,female,172.05,62.2
c_RN0nF9LW71ZYJQnSp8mUN88GQlyQ_zc3QrUUqerRM,female,159.8,54.0
WkY6iDAhg3Eh1yJR8r8iqXHcB97FwlqYVc2al5-oTBU,female,171.5,61.8
5D0ey117hSU15IhFwv_AMoW12dWLH-hA78F27-tMvGk,female,161.5,55.1
CigWnxFs_t9NJNTzq7PMdcO6162RK6ETpwLtHG31qbE,female,164.5,57.1
59bc275c681516389ccf41bf,female,157.9,156.6
TszWqWftIyEOXwJ4495NROUPn2ui88j8RdJrMy5eFKk,female,171.5,150.7
59bc2758681516389ccf4071,female,159.05,131.1
59bc275a681516389ccf40d8,female,156.65,124.7
6DyKMxQrUO8OJstSulWISLqB6oXt3KWHnwMacXGfiDc,female,156.75,124.25
rp_bxD01AdOZy0FS06mBgDSM5Dl6OnRh8IhfyUTeY04,female,159.2,125.3
59bc275e681516389ccf4248,female,174.5,135.2
59bc275e681516389ccf422d,female,157.15,116.95
_x-J8YMlFxdNhTxS7CgWEVrwalRrh9fpCt0D-_22pq4,female,170.0,125.5
GldAW2Eejab3EXj8xHMXbKx3jWxkUD6SqNszUe1Kkvk,female,167.5,119.45
jco-xL-ojiou3JkQazEJeWXXRpdKr6vTUzyqMsHdXVc,female,162.55,115.8
JIDeRFzpDbcfojQQ6lmOZQMRkTWTOk7Pat0FtOpYyB4,female,178.1,124.1
59bc275c681516389ccf4171,female,158.75,109.7
BzT7pQ7_8gIZuqadGE7M2TJT_LmR--lXZRnZ6QKQl0k,female,170.5,115.7
qS2_LwZ498JjhCo8GH05WxJwGZ0obuoTjp3ZbGZEKWo,female,160.0,107.9
CvOfSHnVlyG0_I8VeK9Rs5VsGk0HaOAHI1evhHuIvTc,female,164.3,107.7
G0ilgccW_OJkq0lraQtSuT_anU-idRoxUedr96glmYI,female,170.8,112.0
59bc2765681516389ccf4551,female,161.4,104.8
CBrJEu7fU9HXJOmfRDmx9NjLqMjHBnhyyXhyR6aDYNY,female,158.3,102.7
59bc275c681516389ccf4180,female,160.3,103.4
zqMxSbvyEBwZg0jFcfMR1B9fAq86pFKwQuOQ_Kjz_Lo,female,156.0,100.4
L71qKO8OfKBmm1Z7R-XkSlh6-sUkbfN-36XlMGpabXw,female,169.5,108.8
SwdoheNdtbyXKHsPtVSV6G-OOC3MuPRGDwlN6zqYhLQ,female,174.5,111.9
qKH6FInPqriy3flix8U2ftN-0-jcGKl24kiwk9ZTZwM,female,165.5,103.3
XyC-42yzJtW5_oFycRwQAdJjJnXQZQdSdSqcwyv6NCA,female,172.5,107.4
BN5HI-Z_2P6YYrmnCnCxuMkNIK4gXS98XmLvD4GMLwM,female,156.5,96.5
5a1f033a9f17b800040cc7c4,female,164.8,101.8
59bc275d681516389ccf41ed,female,160.7,98.8
59bc275a681516389ccf40ff,female,163.75,100.65
59bc2764681516389ccf448d,female,156.0,95.4
TPVBpaYELi7ENqmqo8NHztlKE0bYPQNK8mflHJTIv_8,female,165.0,100.7
59bc275b681516389ccf415f,female,166.0,101.1
a-H1OgNxOqXwXvD_Jg-JNYDUgS-PMNt5pngm9qcmivg,female,164.0,99.2
59bc275d681516389ccf420b,female,153.5,91.6
aGPoP5addhEekZoCrreB0QhnZHUI2dhvKWwRvgrG38w,female,165.5,99.5
Ky_Za0ND8jBPfLFuDU32SxskrabV7a4v3m1vEZipuJE,female,159.7,95.5
59bc2758681516389ccf4064,female,182.2,109.5
QjnGzy-1LuyPq1STjAITAM5lIyPavydwCFsdj0JzYRA,female,155.0,91.2
d8IIxfYkAh0K6SNriZdI0YWz_6NhefE3nzvLfIMQqaQ,female,159.6,94.0
7sOceDDQu_x9GG3g_KIVn2YCJrZtZBVQmpZW3qSajEg,female,152.1,88.9
S15tQ15Us0X6SmjBk8n1rSFhgtMbZ3kSb8R-ABuo0ww,female,175.0,103.25
59bc2766681516389ccf4567,female,163.5,94.8
6JfuBS-duD_BLzV6gxsQjcPc7gv6mgQBTuNzdnp6gfA,female,159.0,87.2
6Xz1aGZP_g084xrBEy0UYJjzozZhj3G1wx_cFS9q-UM,female,163.0,81.45
hjG7-UJ-SuVAgiJ3WEgKdS2nc7fAwQ7iXJCP5oS9omg,female,169.0,84.2
7Grk1NNK3XYiCjt1lfobViSPIzrXCiOADVp7vvhCa_k,female,154.7,70.6
9T0rg9AnasRkTw_sUPRRI-9rcZNFxv71DT1dMqY8UGA,female,161.95,73.7
6PTzEsHtIS7BmBGKDa9YNJNB__vpQwsxFrKi3EF_d2Q,female,177.9,50.7
59bc2761681516389ccf438a,female,158.0,65.9
RiUtVC888GhxiPPvh_EVBY5JLaXi5qWWK94tkNVeHbY,female,168.05,72.2
NUDNE9WoUBzxlMEe1LQa4gz-xUGpIFbXnDs2eW3NJhI,female,182.55,79.7
95mZGlSSMrgK7GkSX_xfx_jAMlgsojYhlbOIhxdGoVE,female,167.45,69.5
Ukvlhaesp0m8DIMdAx9QT2HPOrNbrOsz88AuMsOveXc,female,166.95,69.05
DF_TvDglB-jDlNiMHqrOyzMLB4dvQwkwFp_WEpXc5Yg,female,167.85,68.9
Ajn0E-3juN47I6dkxaN3TiP_VVDioqI5OEBdFop48tI,female,165.9,65.4
pKKAZWxojdBbyA2c8wfgdxHnCNqVypehWNiBlKx-iLM,female,154.2,42.85
-JtWlHEvrLPWagPaAhm0eQ_UKMSg8By1yoe-SkdrKSs,female,160.9,61.95
an68KPiV2AF5miGBG1uFJ5V62AqEkVCvmv_4UhvMmk0,female,162.85,48.85
RdU37isT98Jr1e9DqgrjHCl5gBYI1lDJtt7n7QdhFr4,female,158.1,59.85
6xSAqvQy_Z-Us1pkj_VDz5A-AZaIveMqaVDT-zuO-nE,female,170.6,66.8
TlIG_3sXZLuH7T9nQMivDNnzJn4fFYQy1P0KqC3ldUQ,female,163.2,61.7
a0iE7PPHJxEy8GXFpMtwTdy5QNfOL8F8oB1XDoNi7jI,female,166.2,63.65
59bc2764681516389ccf44a5,female,167.5,64.1
fH5Ar9JCMOjv0J61UJlT-PnhGh6R2Z3xWHFldJ7I8a8,female,165.4,54.0
_HHaGa0t2JffDt5OlyfmnroNlgj2vxmp2_MlA7uarDU,female,169.5,56.85
JQdy-88z-nwoTsWK0MBddftPtzxSNC6pxN7Iel4oScQ,female,167.05,62.4
PIZ1cRaUw7gN2AHaIaE6UPVAnuAq-6LR04I9pkj6FLo,female,174.0,66.55
5a1c4633e7cb790004827642,female,158.0,50.05
pdCgKful2WPOp1lYfGfHxhfjqK0cHU5DxC-WsJHAqvc,female,174.2,61.0
59bc2763681516389ccf445b,female,163.8,59.2
59bc2766681516389ccf4570,female,165.1,59.6
59bc2760681516389ccf4304,female,146.4,47.4
59bc276f681516389ccf48d4,female,167.8,57.9
fKDrVNXxjZ9Y9A-iLCwppvYitS4zHXPB8Oa-W523kXQ,female,167.25,57.6
fUgWXoKIlc4DVwm0UIqSDLRA9WtjI5dhoo7OyzMvf2g,female,170.6,60.3
gfOnViSX9AGNiNRSILjuf5pri_P9P7f3ss5RgKIN364,female,154.45,49.55
SJ47wUVOSH7IsveBnaFMvOhunNN_vK-Q0JxKIYsBDBA,female,155.6,50.6
Emel-lHVBvlLuD5uIvHVc3k8-1jsv0Uad9NRjsjrkKQ,female,164.5,56.7
qR6MuUrdeXdoHbvy6y-uc78PRQe1wUvQ0AB2O80PIx8,female,165.45,57.4
59bc275f681516389ccf42ec,female,161.0,55.0
59bc275c681516389ccf41b9,female,172.5,111.5
59bc275a681516389ccf40e1,female,172.1,111.1
59bc2764681516389ccf44b8,female,175.55,106.05
ikt5hpg4u--nWYDSMAfZXOVZhhah-YtX7p6p7q8Hg6I,female,174.0,56.7
oMdk3OxkzuvOn1WINMez5L4rfCmYscyZlkWoMw3Y8J8,female,160.0,62.5
